sort,coral_id,site,type,code,family,genus,species,cafi_size_mm,measurement,alt_size_mm,alt_measurement,cafi_weight,extraction_method,known_unknown,predicted_family,photo_num,revised_yn,revision_date,identified_by,revised_by,previous_name,AP_list_num,notes
2368,MRB-POC33,,crab,TRSE,trapeziidae,trapezia,serenei,6.7,carapace_width,,,,clove,known,,,,,,,,,
2369,MRB-POC33,,crab,CYQU,,cymo,quadrilabatus,8.1,carapace_width,,,,clove,known,,,,,,,,,
2370,MRB-POC33,,crab,TRBI,trapeziidae,trapezia,bidentata,13.1,carapace_width,,,,clove,known,,,,,,,,,
2371,MRB-POC33,,crab,TRBI,trapeziidae,trapezia,bidentata,8.2,carapace_width,,,,clove,known,,,,,,,,,
2372,MRB-POC33,,crab,TRBI,trapeziidae,trapezia,bidentata,7.5,carapace_width,,,,clove,known,,,,,,,,,
2373,MRB-POC33,,crab,TRBI,trapeziidae,trapezia,bidentata,9.8,carapace_width,,,,clove,known,,,,,,,,,
2374,MRB-POC33,,crab,TRRU,trapeziidae,trapezia,rufopunctata,12,carapace_width,,,,clove,known,,,,,,,,,
2375,MRB-POC33,,shrimp,ALLO,alpheidae,alpheus,lottini,16.2,rostrum_to_tail,,,,clove,known,,,,,,,,,
2376,MRB-POC33,,snail,LIMP,,,,22.5,shell_length,,,,clove,known,quoyula madreporum,,,,,,,,
2377,MRB-POC33,,snail,LIMP,,,,20.5,shell_length,,,,clove,known,quoyula madreporum,,,,,,,,
2378,MRB-POC33,,snail,LIMP,,,,9.9,shell_length,,,,clove,known,quoyula madreporum,,,,,,,,
2379,MRB-POC33,,crab,TRAR,trapezia,areolata,areolata,8.3,carapace_width,,,,clove,known,,,,,,,,,
2380,MRB-POC33,,crab,TRAR,trapezia,areolata,areolata,9.3,carapace_width,,,,clove,known,,,,,,,,,
2381,MRB-POC33,,hermit,CANI,diogenidae,calcinus,nitidus,2.2,carapace_length,,,,clove,known,,,,,,,,,
2382,MRB-POC33,,hermit,CANI,diogenidae,calcinus,nitidus,2.2,carapace_length,,,,clove,known,,,,,,,,,
2383,MRB-POC33,,hermit,CANI,diogenidae,calcinus,nitidus,1.6,carapace_length,,,,clove,known,,,,,,,,,
2384,MRB-POC32,,shrimp,ALLO,alpheidae,alpheus,lottini,18.9,rostrum_to_tail,,,,clove,known,,,,,,,,,
2385,MRB-POC32,,shrimp,ALLO,alpheidae,alpheus,lottini,18.1,rostrum_to_tail,,,,clove,known,,,,,,,,,"gravid, given to kaitlyn"
2386,MRB-POC30,,fish,CAMA,caracanthidae,caracanthus,maculatus,33.4,total_length,29.7,standard_length,,clove,known,,,,,,,,,"gravid, given to kaitlyn"
2387,MRB-POC33,,fish,CAMA,caracanthidae,caracanthus,maculatus,34.1,total_length,30.2,standard_length,,clove,known,,,,,,,,,"gravid, given to kaitlyn"
2388,MRB-POC33,,fish,NEAR,cirrhitidae,neocirrhites,armatus,50.5,total_length,42.9,standard_length,,clove,known,,,,,,,,,"gravid, given to kaitlyn"
2389,MRB-POC33,,fish,CAMA,caracanthidae,caracanthus,maculatus,37.5,total_length,33.4,standard_length,,clove,known,,,,,,,,,"gravid, given to kaitlyn"
2390,MRB-POC33,,fish,CAMA,caracanthidae,caracanthus,maculatus,27.6,total_length,25.4,standard_length,,clove,known,,,,,,,,,"gravid, given to kaitlyn"
2391,MRB-POC33,,shrimp,ALLO,alpheidae,alpheus,lottini,28.4,rostrum_to_tail,46.7,,,clove,known,,,,,,,,,"gravid, given to kaitlyn"
2392,MRB-POC30,,fish,PAAR,cirrhitidae,paracirrhites,arcatus,50.3,total_length,,standard_length,,clove,known,,,,,,,,,"gravid, given to kaitlyn"
2393,MRB-POC30,,fish,PAAR,cirrhitidae,paracirrhites,arcatus,39.3,total_length,34.9,standard_length,,clove,known,,,,,,,,,"gravid, given to kaitlyn"
2394,MRB-POC30,,fish,CAMA,caracanthidae,caracanthus,maculatus,43.1,total_length,34.5,standard_length,,clove,known,,,,,,,,,"gravid, given to kaitlyn"
2395,MRB-POC33,,fish,CAMA,caracanthidae,caracanthus,maculatus,20.3,total_length,18.7,standard_length,,clove,known,,,,,,,,,"gravid, given to kaitlyn"
2396,MRB-POC30,,fish,CAMA,caracanthidae,caracanthus,maculatus,33.1,total_length,29.2,standard_length,,clove,known,,,,,,,,,"gravid, given to kaitlyn"
2397,MRB-POC30,,snail,LIMP,,,,25.1,shell_length,,,,clove,known,quoyula madreporum,,,,,,,,
2398,MRB-POC30,,snail,LIMP,,,,25.7,shell_length,,,,clove,known,quoyula madreporum,,,,,,,,
2399,MRB-POC30,,snail,LIMP,,,,22.4,shell_length,,,,clove,known,quoyula madreporum,,,,,,,,
2400,MRB-POC30,,snail,LIMP,,,,10.8,shell_length,,,,clove,known,quoyula madreporum,,,,,,,,
2401,MRB-POC30,,echinoderm,OPPI,ophiocomidae,ophiocoma,pica,17.1,disc_width,49.4,arm_length,,clove,known,,,,,,,,,
2402,MRB-POC30,,crab,TRSE,trapeziidae,trapezia,serenei,9.1,carapace_width,,,,clove,known,,,,,,,,,
2403,MRB-POC30,,crab,TRSE,trapeziidae,trapezia,serenei,8.1,carapace_width,,,,clove,known,,,,,,,,,
2404,MRB-POC30,,crab,TRSE,trapeziidae,trapezia,serenei,5.9,carapace_width,,,,clove,known,,,,,,,,,
2405,MRB-POC30,,crab,TRSE,trapeziidae,trapezia,serenei,9.1,carapace_width,,,,clove,known,,,,,,,,,
2406,MRB-POC30,,crab,TRSE,trapeziidae,trapezia,serenei,10.5,carapace_width,,,,clove,known,,,,,,,,,
2407,MRB-POC30,,crab,TRSE,trapeziidae,trapezia,serenei,6.7,carapace_width,,,,clove,known,,,,,,,,,
2408,MRB-POC30,,crab,TRSE,trapeziidae,trapezia,serenei,7.4,carapace_width,,,,clove,known,,,,,,,,,
2409,MRB-POC30,,crab,TRSE,trapeziidae,trapezia,serenei,9.7,carapace_width,,,,clove,known,,,,,,,,,
2410,MRB-POC30,,crab,TRBI,trapeziidae,trapezia,bidentata,4.5,carapace_width,,,,clove,known,,,,,,,,,
2411,MRB-POC30,,crab,TRBI,trapeziidae,trapezia,bidentata,6.5,carapace_width,,,,clove,known,,,,,,,,,
2412,MRB-POC30,,crab,TRBI,trapeziidae,trapezia,bidentata,6.1,carapace_width,,,,clove,known,,,,,,,,,
2413,MRB-POC30,,crab,TRBI,trapeziidae,trapezia,bidentata,9.6,carapace_width,,,,clove,known,,,,,,,,,
2414,MRB-POC30,,crab,TRBI,trapeziidae,trapezia,bidentata,7,carapace_width,,,,clove,known,,,,,,,,,
2415,MRB-POC30,,crab,TRBI,trapeziidae,trapezia,bidentata,8.3,carapace_width,,,,clove,known,,,,,,,,,
2416,MRB-POC30,,crab,TRBI,trapeziidae,trapezia,bidentata,8.3,carapace_width,,,,clove,known,,,,,,,,,
2417,MRB-POC30,,crab,TRBI,trapeziidae,trapezia,bidentata,9.4,carapace_width,,,,clove,known,,,,,,,,,
2418,MRB-POC30,,crab,TRBI,trapeziidae,trapezia,bidentata,6.7,carapace_width,,,,clove,known,,,,,,,,,
2419,MRB-POC30,,crab,TRBI,trapeziidae,trapezia,bidentata,9.7,carapace_width,,,,clove,known,,,,,,,,,
2420,MRB-POC30,,crab,TRBI,trapeziidae,trapezia,bidentata,11.3,carapace_width,,,,clove,known,,,,,,,,,
2421,MRB-POC30,,crab,TRBI,trapeziidae,trapezia,bidentata,10.4,carapace_width,,,,clove,known,,,,,,,,,
2422,MRB-POC30,,crab,TRBI,trapeziidae,trapezia,bidentata,9.2,carapace_width,,,,clove,known,,,,,,,,,
2423,MRB-POC30,,crab,TRBI,trapeziidae,trapezia,bidentata,2.1,carapace_width,,,,clove,known,,,,,,,,,
2424,MRB-POC30,,crab,TRBI,trapeziidae,trapezia,bidentata,10.6,carapace_width,,,,clove,known,,,,,,,,,
2425,MRB-POC30,,crab,TRRU,trapeziidae,trapezia,rufopunctata,14.1,carapace_width,,,,clove,known,,,,,,,,,
2426,MRB-POC30,,shrimp,ALLO,alpheidae,alpheus,lottini,12.2,rostrum_to_tail,,,,clove,known,,,,,,,,,
2427,MRB-POC30,,shrimp,ALLO,alpheidae,alpheus,lottini,17,rostrum_to_tail,,,,clove,known,,,,,,,,,
2428,MRB-POC30,,shrimp,ALLO,alpheidae,alpheus,lottini,23.4,rostrum_to_tail,,,,clove,known,,,,,,,,,
2429,MRB-POC30,,shrimp,ALLO,alpheidae,alpheus,lottini,23.1,rostrum_to_tail,,,,clove,known,,,,,,,,,
2430,MRB-POC30,,fish,PSHE,labridae,pseudocheilinus,hexataenia,43.1,total_length,36.5,standard_length,,clove,known,,,,,,,,,
2431,MRB-POC30,,fish,PSHE,labridae,pseudocheilinus,hexataenia,25.8,total_length,18.4,standard_length,,clove,known,,,,,,,,,
2432,MRB-POC34,,echinoderm,orange_tube_feet_brittle,,,,12,disc_width,87,arm_length,,clove,unknown,ophiocomidae,Unknown Brittle Star 40,,,,,,,
2433,MRB-POC34,,echinoderm,orange_tube_feet_brittle,,,,9,disc_width,60,arm_length,,clove,unknown,ophiocomidae,Unknown Brittle Star 41,,,,,,,
2434,MRB-POC34,,crab,pizza_crab,,,,22,carapace_width,,,,clove,unknown,thalamita,Unknown Crab 139,,,,,,,
2435,MRB-POC34,,hermit,orange_frosty_hermit,,,,2,carapace_length,,,,clove,unknown,dio,Unknown Hermit 47,,,,,,,
2436,MRB-POC34,,hermit,red_hot_crab,,,,2,carapace_length,,,,clove,unknown,dio,Unknown Hermit 48,,,,,,,
2437,MRB-POC34,,hermit,dayglow_orange_hermit,,,,2,carapace_length,,,,clove,unknown,athanas,Unknown Hermit 49,,,,,,,
2438,MRB-POC34,,shrimp,ATDJ,,,,10,rostrum_to_tail,,,,clove,known,harpiliopsis,Unknown Shrimp  688,y,31-Oct,AP,ZSP,poss_ATDT,584,
2439,MRB-POC34,,clear_shrimp,ONAM,,,,5,rostrum_to_tail,,,,clove,known,harpiliopsis,Unknown Shrimp  689,y,31-Oct,AP,ZSP,big_claw_spotted,585,
2440,MRB-POC34,,clear_shrimp,HADE,,,,15,rostrum_to_tail,,,,clove,known,harpiliopsis,Unknown Shrimp  690,y,31-Oct,AP,ZSP,poss_HADE,586,
2441,MRB-POC34,,clear_shrimp,HADE,,,,16,rostrum_to_tail,,,,clove,known,harpiliopsis,Unknown Shrimp  691,y,31-Oct,AP,ZSP,poss_HADE,587,
2442,MRB-POC34,,clear_shrimp,HADE,,,,14,rostrum_to_tail,,,,clove,known,harpiliopsis,Unknown Shrimp  692,y,31-Oct,AP,ZSP,poss_HADE,588,
2443,MRB-POC34,,clear_shrimp,HADE,,,,16,rostrum_to_tail,,,,clove,known,harpiliopsis,Unknown Shrimp  693,y,31-Oct,AP,ZSP,poss_HADE,589,
2444,MRB-POC34,,clear_shrimp,HADE,,,,15,rostrum_to_tail,,,,clove,known,harpiliopsis,Unknown Shrimp  694,y,31-Oct,AP,ZSP,poss_HADE,590,
2445,MRB-POC34,,clear_shrimp,HADE,,,,15,rostrum_to_tail,,,,clove,known,harpiliopsis,Unknown Shrimp  695,y,31-Oct,AP,ZSP,poss_HADE,591,
2446,MRB-POC34,,clear_shrimp,HADE,,,,16,rostrum_to_tail,,,,clove,known,harpiliopsis,Unknown Shrimp  696,y,31-Oct,AP,ZSP,poss_HADE,592,
2447,MRB-POC34,,clear_shrimp,HADE,,,,14,rostrum_to_tail,,,,clove,known,harpiliopsis,Unknown Shrimp  697,y,31-Oct,AP,ZSP,poss_HADE,593,
2448,MRB-POC34,,clear_shrimp,HADE,,,,13,rostrum_to_tail,,,,clove,known,harpiliopsis,Unknown Shrimp  698,y,31-Oct,AP,ZSP,poss_HADE,594,
2449,MRB-POC34,,clear_shrimp,HADE,,,,16,rostrum_to_tail,,,,clove,known,harpiliopsis,Unknown Shrimp  699,y,31-Oct,AP,ZSP,poss_HADE,595,
2450,MRB-POC35,,snail,green_black_spiral_snail,,,,8,shell_length,,,,clove,unknown,mollusc,Unknown Snail 60,,,,,,,
2451,MRB-POC35,,crab,PETU,,,,6,carapace_width,,,,clove,known,majidae,Unknown Crab 140,y,31-Oct,AP,ZSP,poss_PETU,596,
2452,MRB-POC35,,clear_shrimp,HADE,,,,8,rostrum_to_tail,,,,clove,known,harpiliopsis,Unknown Shrimp  700,y,31-Oct,AP,ZSP,poss_HADE,597,
2453,MRB-POC36,,worm,huge_fireworm,,,,145,total_length,,,,clove,unknown,polychaetedae,Unknown Worm 31,,,,,,,
2454,MRB-POC36,,worm,green_polychaete,,,,21,total_length,,,,clove,unknown,polychaetedae,Unknown Worm 32,y,,,JC,green_worm,,
2455,MRB-POC36,,worm,clear_green_ball_worm,,,,22,total_length,,,,clove,unknown,polychaetedae,Unknown Worm 33,,,,,,,
2456,MRB-POC36,,worm,magma_worm,,,,19,total_length,,,,clove,unknown,polychaetedae,Unknown Worm 34,,,,,,,
2457,MRB-POC36,,worm,leopard_fireworm,,,,14,total_length,,,,clove,unknown,polychaetedae,Unknown Worm 35,,,,,,,
2458,MRB-POC36,,worm,rainbow_worm,,,,7,total_length,,,,clove,unknown,xan,Unknown Worm 36,,,,,,,
2459,MRB-POC36,,crab,LIIN,,,,4,carapace_width,,,,clove,known,syn,Unknown Crab 141,y,31-Oct,AP,ZSP,poss_LIIN,598,
2460,MRB-POC36,,shrimp,possible_SYCH,,,,18,rostrum_to_tail,,,,clove,unknown,syn,Unknown Shrimp  701,,,,,,,gravid
2461,MRB-POC36,,shrimp,possible_SYCH,,,,15,rostrum_to_tail,,,,clove,unknown,alpheidae,Unknown Shrimp  702,,,,,,,
2462,MRB-POC36,,shrimp,ARIN,,,,4,rostrum_to_tail,,,,clove,known,mollusc,Unknown Shrimp  703,y,31-Oct,AP,ZSP,racecar_alph,599,
2463,MRB-POC36,,snail,purple_shell_curve_snail,,,,4,shell_length,,,,clove,unknown,harpiliopsis,Unknown Snail 61,,,,,,,
2464,MRB-POC36,,clear_shrimp,HASP,,,,15,rostrum_to_tail,,,,clove,known,harpiliopsis,Unknown Shrimp  704,y,31-Oct,AP,ZSP,poss_HASP,600,
2465,MRB-POC36,,clear_shrimp,FECH,,,,7,rostrum_to_tail,,,,clove,known,harpiliopsis,Unknown Shrimp  705,y,31-Oct,AP,ZSP,thicc_harpiliopsis,601,
2466,MRB-POC36,,clear_shrimp,FECH,,,,7,rostrum_to_tail,,,,clove,known,syn,Unknown Shrimp  706,y,31-Oct,AP,ZSP,thicc_harpiliopsis,602,
2467,MRB-POC36,,clear_shrimp,FECH,,,,6,rostrum_to_tail,,,,clove,known,harpiliopsis,Unknown Shrimp  707,y,31-Oct,AP,ZSP,thicc_harpiliopsis,603,gravid
2468,MRB-POC36,,clear_shrimp,FECH,,,,6,rostrum_to_tail,,,,clove,known,harpiliopsis,Unknown Shrimp  708,y,31-Oct,AP,ZSP,thicc_harpiliopsis,604,
2469,MRB-POC37,,shrimp,possible_SYCH,,,,19,rostrum_to_tail,,,,clove,unknown,harpiliopsis,Unknown Shrimp  709,,,,,,,gravid
2470,MRB-POC37,,clear_shrimp,HASP,,,,14,rostrum_to_tail,,,,clove,known,harpiliopsis,Unknown Shrimp  710,y,31-Oct,AP,ZSP,poss_HASP,605,
2471,MRB-POC37,,clear_shrimp,HASP,,,,19,rostrum_to_tail,,,,clove,known,harpiliopsis,Unknown Shrimp  711,y,31-Oct,AP,ZSP,poss_HASP,606,gravid
2472,MRB-POC37,,clear_shrimp,HASP,,,,14,rostrum_to_tail,,,,clove,known,harpiliopsis,Unknown Shrimp  712,y,31-Oct,AP,ZSP,poss_HASP,607,
2473,MRB-POC37,,clear_shrimp,skinny_harpiliopsis,,,,9,rostrum_to_tail,,,,clove,unknown,harpiliopsis,Unknown Shrimp  713,,,,,,,
2474,MRB-POC37,,clear_shrimp,FECH,,,,6,rostrum_to_tail,,,,clove,known,harpiliopsis,Unknown Shrimp  714,y,31-Oct,AP,ZSP,thicc_harpiliopsis,608,gravid
2475,MRB-POC37,,clear_shrimp,FECH,,,,7,rostrum_to_tail,,,,clove,known,harpiliopsis,Unknown Shrimp  715,y,31-Oct,AP,ZSP,thicc_harpiliopsis,609,
2476,MRB-POC37,,clear_shrimp,FECH,,,,7,rostrum_to_tail,,,,clove,known,harpiliopsis,Unknown Shrimp  716,y,31-Oct,AP,ZSP,thicc_harpiliopsis,610,
2477,MRB-POC37,,clear_shrimp,FECH,,,,6,rostrum_to_tail,,,,clove,known,harpiliopsis,Unknown Shrimp  717,y,31-Oct,AP,ZSP,thicc_harpiliopsis,611,
2478,MRB-POC37,,clear_shrimp,FECH,,,,7,rostrum_to_tail,,,,clove,known,harpiliopsis,Unknown Shrimp  718,y,31-Oct,AP,ZSP,thicc_harpiliopsis,612,
2479,MRB-POC37,,clear_shrimp,orange_dot_leg_harpiliopsis,,,,4,rostrum_to_tail,,,,clove,unknown,harpiliopsis,Unknown Shrimp  719,,,,,,,
2480,MRB-POC35,,crab,TRPU,trapezidae,trapezia,punctimanus,7.6,carapace_width,,,,clove,known,,,,,,,,,
2481,MRB-POC35,,crab,TRPU,trapezidae,trapezia,punctimanus,5.9,carapace_width,,,,clove,known,,,,,,,,,
2482,MRB-POC36,,crab,TRRU,trapeziidae,trapezia,rufopunctata,17.5,carapace_width,,,,clove,known,,,,,,,,,
2483,MRB-POC36,,crab,TRSE,trapeziidae,trapezia,serenei,8,carapace_width,,,,clove,known,,,,,,,,,
2484,MRB-POC36,,crab,TRSE,trapeziidae,trapezia,serenei,8.1,carapace_width,,,,clove,known,,,,,,,,,
2485,MRB-POC36,,fish,PAMO,gobiidae,paragobiodon,modestus,21.5,total_length,18.1,standard_length,,clove,known,,,,,,,,,
2486,MRB-POC36,,fish,PAMO,gobiidae,paragobiodon,modestus,15.5,total_length,14.5,standard_length,,clove,known,,,,,,,,,
2487,MRB-POC36,,fish,PAMO,gobiidae,paragobiodon,modestus,11.8,total_length,10.1,standard_length,,clove,known,,,,,,,,,
2488,MRB-POC36,,fish,CAMA,caracanthidae,caracanthus,maculatus,22.7,total_length,18.6,standard_length,,clove,known,,,,,,,,,
2489,MRB-POC36,,snail,LIMP,,,,29.4,shell_length,,,,clove,known,quoyula madreporum,,,,,,,,
2490,MRB-POC36,,snail,LIMP,,,,17.9,shell_length,,,,clove,known,quoyula madreporum,,,,,,,,
2491,MRB-POC36,,hermit,CALA,diogenidae,calcinus,laevimanus,3,carapace_length,,,,clove,known,,,,,,,,,voucher
2492,MRB-POC36,,hermit,CALA,diogenidae,calcinus,laevimanus,3.3,carapace_length,,,,clove,known,,,,,,,,,voucher
2493,MRB-POC36,,hermit,CALA,diogenidae,calcinus,laevimanus,2.7,carapace_length,,,,clove,known,,,,,,,,,voucher
2494,MRB-POC36,,hermit,CANI,diogenidae,calcinus,nitidus,2.5,carapace_length,,,,clove,known,,,,,,,,,
2495,MRB-POC37,,crab,TRSE,trapeziidae,trapezia,serenei,8.9,carapace_width,,,,clove,known,,,,,,,,,
2496,MRB-POC37,,crab,TRSE,trapeziidae,trapezia,serenei,10.7,carapace_width,,,,clove,known,,,,,,,,,
2497,MRB-POC37,,fish,PAMO,gobiidae,paragobiodon,modestus,17.7,total_length,14.3,standard_length,,clove,known,,,,,,,,,
2498,MRB-POC37,,hermit,CANI,diogenidae,calcinus,nitidus,1.5,carapace_length,,,,clove,known,,,,,,,,,
2499,MRB-POC37,,fish,PAAR,cirrhitidae,paracirrhites,arcatus,50,total_length,,standard_length,,field,known,,,,,,,,,
2500,MRB-POC36,,fish,PAAR,cirrhitidae,paracirrhites,arcatus,40,total_length,,standard_length,,field,known,,,,,,,,,
2501,MRB-POC36,,fish,PAAR,cirrhitidae,paracirrhites,arcatus,70,total_length,,standard_length,,field,known,,,,,,,,,
2502,MRB-POC37,,fish,NEAR,cirrhitidae,neocirrhites,armatus,39.2,total_length,,standard_length,,clove,known,,,,,,,,,kaitlyn
2503,MRB-POC36,,fish,PAMO,gobiidae,paragobiodon,modestus,23.6,total_length,,standard_length,,clove,known,,,,,,,,,kaitlyn
2504,MRB-POC36,,fish,PAMO,gobiidae,paragobiodon,modestus,15,total_length,,standard_length,,clove,known,,,,,,,,,kaitlyn
2505,MRB-POC36,,fish,CAMA,caracanthidae,caracanthus,maculatus,38.1,total_length,,standard_length,,clove,known,,,,,,,,,kaitlyn
2506,MRB-POC36,,fish,CAMA,caracanthidae,caracanthus,maculatus,25.1,total_length,,standard_length,,clove,known,,,,,,,,,kaitlyn
2507,MRB-POC36,,squat_lobster,GAMA,galatheidae,galathea,mauritiana,4.2,carapace_length,,,,clove,known,,,,,,,,,kaitlyn
2508,MRB-POC34,,fish,CAMA,caracanthidae,caracanthus,maculatus,31.4,total_length,,standard_length,,clove,known,,,,,,,,,kaitlyn
2509,MRB-POC34,,echinoderm,OPPI,ophiocomidae,ophiocoma,pica,11.4,disc_width,,arm_length,,clove,known,,,,,,,,,
2510,MRB-POC34,,shrimp,ALLO,alpheidae,alpheus,lottini,11,rostrum_to_tail,,,,clove,known,,,,,,,,,
2511,MRB-POC34,,shrimp,ALLO,alpheidae,alpheus,lottini,22.4,rostrum_to_tail,,,,clove,known,,,,,,,,,
2512,MRB-POC34,,shrimp,ALLO,alpheidae,alpheus,lottini,23.2,rostrum_to_tail,,,,clove,known,,,,,,,,,
2513,MRB-POC34,,crab,TRSE,trapeziidae,trapezia,serenei,10.8,carapace_width,,,,clove,known,,,,,,,,,
2514,MRB-POC34,,crab,TRSE,trapeziidae,trapezia,serenei,11.2,carapace_width,,,,clove,known,,,,,,,,,
2515,MRB-POC34,,crab,TRTI,trapeziidae,trapezia,tigrina,7.5,carapace_width,,,,clove,known,,,,,,,,,
2516,MRB-POC34,,crab,TRTI,trapeziidae,trapezia,tigrina,5.2,carapace_width,,,,clove,known,,,,,,,,,
2517,MRB-POC34,,crab,TRSE,trapeziidae,trapezia,serenei,3.8,carapace_width,,,,clove,known,,,,,,,,,
2518,MRB-POC34,,crab,TRBI,trapeziidae,trapezia,bidentata,5.7,carapace_width,,,,clove,known,,,,,,,,,
2519,MRB-POC34,,crab,TRBI,trapeziidae,trapezia,bidentata,7.1,carapace_width,,,,clove,known,,,,,,,,,
2520,MRB-POC34,,crab,TRAR,trapezia,areolata,areolata,7.5,carapace_width,,,,clove,known,,,,,,,,,
2521,MRB-POC34,,crab,TRAR,trapezia,areolata,areolata,5.5,carapace_width,,,,clove,known,,,,,,,,,
2522,MRB-POC34,,snail,LIMP,,,,14.9,shell_length,,,,clove,known,quoyula madreporum,,,,,,,,
2523,MRB-POC34,,hermit,CANI,diogenidae,calcinus,nitidus,2.4,carapace_length,,,,clove,known,,,,,,,,,
2524,MRB-POC34,,hermit,CANI,diogenidae,calcinus,nitidus,1.5,carapace_length,,,,clove,known,,,,,,,,,
2525,MRB-POC34,,hermit,CANI,diogenidae,calcinus,nitidus,1,carapace_length,,,,clove,known,,,,,,,,,
2526,MRB-POC34,,hermit,CANI,diogenidae,calcinus,nitidus,1.3,carapace_length,,,,clove,known,,,,,,,,,
2527,HAU-POC32,,fish,ANTU,,,,37,total_length,30,standard_length,,clove,known,antennatus tuberosus; ANTU,Unknown Fish 21,y,31-Oct,AP,ZSP,yellow_purple_fish,639,
2528,HAU-POC32,,crab,blue_spider_crab,,,,22,carapace_width,,,,clove,unknown,,Unknown Crab 151,,,,,,,
2529,HAU-POC32,,crab,black_claw_ripple_crab,,,,6,carapace_width,,,,clove,unknown,,Unknown Crab 152,,,,,,,
2530,HAU-POC32,,crab,black_claw_ripple_crab,,,,6,carapace_width,,,,clove,unknown,,Unknown Crab 153,,,,,,,
2531,HAU-POC32,,crab,LITR,,,,11,carapace_width,,,,clove,known,liomera patristis; LITR,Unknown Crab 154,y,31-Oct,AP,ZSP,peppermint_crab,635,
2532,HAU-POC32,,crab,potato_halimeda_crab,,,,8,carapace_width,,,,clove,unknown,,Unknown Crab 155,,,,,,,
2533,HAU-POC32,,crab,frankenstein_trapezid_crab,,,,5,carapace_width,,,,clove,unknown,,Unknown Crab 156,,,,,,,
2534,HAU-POC32,,crab,LIBE,,,,7,carapace_width,,,,clove,known,,,,,,,,,
2535,HAU-POC32,,crab,black_claw_ripple_crab,,,,4,carapace_width,,,,clove,unknown,,Unknown Crab 157,,,,,,,
2536,HAU-POC32,,crab,pink_speckled_crab,,,,4,carapace_width,,,,clove,unknown,,Unknown Crab 158,,,,,,,
2537,HAU-POC32,,crab,pink_speckled_crab,,,,5,carapace_width,,,,clove,unknown,,Unknown Crab 159,,,,,,,
2538,HAU-POC32,,squat_lobster,GAPI,,,,7,carapace_length,,,,clove,known,galathea pilosa GAPI,USL 25,y,31-Oct,AP,ZSP,dirt_lab_mascot,636,
2539,HAU-POC32,,squat_lobster,COHU,,,,1,carapace_length,,,,clove,known,,USL 26,y,31-Oct,AP,ZSP,white_T,637,
2540,HAU-POC32,,squat_lobster,GAMA,galatheidae,galathea,mauritiana,3,carapace_length,,,,clove,known,,,,,,,,,
2541,HAU-POC32,,echinoderm,OPEL,,,,10,disc_width,62,arm_length,,clove,known,ophiarthrum elegans,,,,,,,,
2542,HAU-POC32,,echinoderm,OPEL,,,,8,disc_width,60,arm_length,,clove,known,ophiarthrum elegans,,,,,,,,
2543,HAU-POC32,,echinoderm,OPER,ophiocomidae,ophiocoma,erinaceus,16,disc_width,64,arm_length,,clove,known,,,,,,,,,
2544,HAU-POC32,,echinoderm,OPER,ophiocomidae,ophiocoma,erinaceus,4,disc_width,20,arm_length,,clove,known,,,,,,,,,
2545,HAU-POC32,,echinoderm,OPER,ophiocomidae,ophiocoma,erinaceus,5,disc_width,25,arm_length,,clove,known,,,,,,,,,
2546,HAU-POC32,,echinoderm,OPER,ophiocomidae,ophiocoma,erinaceus,4,disc_width,13,arm_length,,clove,known,,,,,,,,,
2547,HAU-POC32,,echinoderm,OPER,ophiocomidae,ophiocoma,erinaceus,4,disc_width,12,arm_length,,clove,known,,,,,,,,,
2548,HAU-POC32,,snail,kona_shell_snail,,,,16,shell_length,,,,clove,unknown,,unknown snail 63,,,,,,,
2549,HAU-POC32,,shrimp,ALDI,,,,18,rostrum_to_tail,,,,clove,known,,,,,,,,,gravid
2550,HAU-POC32,,shrimp,ALDI,,,,14,rostrum_to_tail,,,,clove,known,,,,,,,,,
2551,HAU-POC32,,shrimp,ALCO,,,,13,rostrum_to_tail,,,,clove,known,,,,,,,,,
2552,HAU-POC32,,shrimp,ALCO,,,,15,rostrum_to_tail,,,,clove,known,,,,,,,,,gravid
2553,HAU-POC32,,shrimp,ALPA,alpheidae,alpheus,pachychirus,12,rostrum_to_tail,,,,clove,known,,,,,,,,,
2554,HAU-POC32,,shrimp,ALPA,alpheidae,alpheus,pachychirus,13,rostrum_to_tail,,,,clove,known,,,,,,,,,
2555,HAU-POC32,,shrimp,ALPR,,,,10,rostrum_to_tail,,,,clove,known,,,,,,,,,
2556,HAU-POC32,,shrimp,ALPC,,,,7,rostrum_to_tail,,,,clove,known,athanas? ALDO?,Unknown Shrimp 742,y,31-Oct,AP,ZSP,orange_stripe_alph,638,gravid
2557,HAU-POC32,,shrimp,long_tiny_claw_shrimp,,,,14,rostrum_to_tail,,,,clove,unknown,,Unknown Shrimp 743,,,,,,,
2558,HAU-POC32,,shrimp,mad_jagged_shrimp,,,,9,rostrum_to_tail,,,,clove,unknown,,Unknown Shrimp 744,,,,,,,
2559,HAU-POC32,,shrimp,possible_SYCH,,,,15,rostrum_to_tail,,,,clove,unknown,,Unknown Shrimp 745,,,,,,,
2560,HAU-POC32,,clear_shrimp,HADE,palaemonidae,harpiliopsis,depressa,19,rostrum_to_tail,,,,clove,known,,,,,,,,,gravid
