master_sort,old_sort,coral_id,site,code,type,search_term,cafi_size_mm,measurement,alt_size_mm,alt_measurement,extraction_method,photo_num,id_certainty,general_notes,identification_notes,revised_yn,revision_date,identified_by,revised_by,previous_name,worms_id,lowest_level,phylum,subphylum,superclass,class,subclass,superorder,order,suborder,infraorder,superfamily,family,subfamily,genus,species
1809,1799,MAT-POC18,MAT05,DOHI,crab,Domecia hispida,5,carapace_width,,,clove,unknown crab 122,certain,,"Red claw spikes, right shape and mottling",y,2020-05-22,JC,JC,spike_claw_crab,209146,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Trapezioidea,Domeciidae,NA,Domecia,Domecia hispida
1810,1800,MAT-POC19,MAT05,GOES,shrimp,Gonodactylellus espinosus,20,rostrum_to_tail,,,clove,unknown mantis shrimp,certain,,"Could be different species, but carapace texture and lack of patterning besides white dots seems characteristic of genus and species",y,2020-05-22,JC,JC,green_mantis_shrimp,408908,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Hoplocarida,NA,Stomatopoda,Unipeltata,NA,Gonodactyloidea,Gonodactylidae,NA,Gonodactylellus,Gonodactylellus espinosus
1811,1801,MAT-POC19,MAT05,EPPO,crab,Epigrapsus politus,8,carapace_width,,,clove,unknown crab 123,uncertain,,Second guess would be Lachnopodus bidentatus. Body doesn't look quite like Epigraspus but angle might be off,y,2020-05-22,JC,JC,brown_turtle_crab,444448,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Grapsoidea,Gecarcinidae,NA,Epigrapsus,Epigrapsus politus
1812,1802,MAT-POC19,MAT05,CHBA,crab,Chlorodiella barbata,5,carapace_width,,,clove,unknown crab 124,certain,,"Can't quite see the spine, but pretty sure it's there; eyes don't match LIIN and legs are solidly patterned, no clear thigh",y,2020-05-22,JC,JC,possible_LIIN,209139,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Xanthoidea,Xanthidae,Chlorodiellinae,Chlorodiella,Chlorodiella barbata
1813,1803,MAT-POC19,MAT05,POLY,worm,Polynoidae,9,total_length,,,clove,unknown fireworm 24,certain,,"Dots on flaps on anterior, patterning down body; might be more than one species in photos",y,2020-05-22,JC,JC,spot_fireworm,939,family,Annelida,NA,NA,Polychaeta,Errantia,NA,Phyllodocida,Aphroditiformia,NA,NA,Polynoidae,NA,NA,NA
1814,1804,MAT-POC19,MAT05,POLY,worm,Polynoidae,5,total_length,,,clove,unknown fireworm 25,certain,,"Dots on flaps on anterior, patterning down body; might be more than one species in photos",y,2020-05-22,JC,JC,spot_fireworm,939,family,Annelida,NA,NA,Polychaeta,Errantia,NA,Phyllodocida,Aphroditiformia,NA,NA,Polynoidae,NA,NA,NA
1815,1805,MAT-POC19,MAT05,SYLL,worm,Syllidae,15,total_length,,,clove,unknown worm 15,certain,,"Thicker stringy extensions of parapodia, very short setae",y,2020-05-22,JC,JC,striped_worm,948,family,Annelida,NA,NA,Polychaeta,Errantia,NA,Phyllodocida,Nereidiformia,NA,NA,Syllidae,NA,NA,NA
1816,1806,MAT-POC19,MAT05,EUNI,worm,Eunicidae,21,total_length,,,clove,unknown worm 16,revision_possible,,"Might be two species, UW 16 looks different, other two look the same as blood_worm. Dots on posterior, distinct secmentation, simple eye spot, minimal setae all characteristic of family",y,2020-05-22,JC,JC,magma_worm,966,family,Annelida,NA,NA,Polychaeta,Errantia,NA,Eunicida,NA,NA,NA,Eunicidae,NA,NA,NA
1817,1807,MAT-POC19,MAT05,MELI,amphipod,Melitidae,8,rostrum_to_tail,,,clove,unknown amphipod 13,certain,gravid,"similar to Maera sp, but pattern seems distinct",y,2020-05-22,JC,JC,zebra_amphipod,101397,family,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Senticaudata,Hadziida,Hadzioidea,Melitidae,NA,NA,NA
1818,1808,MAT-POC19,MAT05,OPSA,echinoderm,Ophiactis savignyi,2,disc_width,9,arm_length,clove,unknown brittle star 34,certain,,"""starburst"" disc pattern, thick banded legs with shick, stuby arm spikes",y,30-Oct,AP,AP,snakeskin_brittle_star,125122,species,Echinodermata,Asterozoa,NA,Ophiuroidea,Myophiuroidea,Ophintegrida,Amphilepidida,Gnathophiurina,NA,Ophiactoidea,Ophiactidae,NA,Ophiactis,Ophiactis savignyi
1819,1809,MAT-POC19,MAT05,TROC,snail,Trochidae,5,total_length,,,clove,unknown snail 54,revision_possible,,"No good matches for patterns, but Trochidae best match for shape and ridges. Could be Heliacus variegatus",y,2020-05-22,JC,JC,moo_moo_snail,443,family,Mollusca,NA,NA,Gastropoda,Vetigastropoda,NA,Trochida,NA,NA,Trochoidea,Trochidae,NA,NA,NA
1820,1810,MAT-POC19,MAT05,TROC,snail,Trochidae,5,total_length,,,clove,unknown snail 55,revision_possible,,"No good matches for patterns, but Trochidae best match for shape and ridges. Could be Heliacus variegatus",y,2020-05-22,JC,JC,moo_moo_snail,443,family,Mollusca,NA,NA,Gastropoda,Vetigastropoda,NA,Trochida,NA,NA,Trochoidea,Trochidae,NA,NA,NA
1821,1811,MAT-POC19,MAT05,HABE,shrimp,Harpiliopsis beaupresii,17,rostrum_to_tail,,,clove,unknown shrimp 523,certain,gravid,,y,30-Oct; 2020-05-11,JC,AP; JC; JC,possible_HADE; HADE,220132,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,NA,Harpiliopsis,Harpiliopsis beaupresii
1822,1812,MAT-POC19,MAT05,HABE,shrimp,Harpiliopsis beaupresii,13,rostrum_to_tail,,,clove,unknown shrimp 524,certain,,,y,30-Oct; 2020-05-11,JC,AP; JC; JC,possible_HADE; HADE,220132,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,NA,Harpiliopsis,Harpiliopsis beaupresii
1823,1813,MAT-POC19,MAT05,HABE,shrimp,Harpiliopsis beaupresii,12,rostrum_to_tail,,,clove,unknown shrimp 525,certain,,,y,30-Oct; 2020-05-11,JC,AP; JC; JC,possible_HADE; HADE,220132,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,NA,Harpiliopsis,Harpiliopsis beaupresii
1824,1814,MAT-POC19,MAT05,THMA,shrimp,Thinora maldivensis,NA,rostrum_to_tail,,,clove,unknown shrimp 526,certain,"mangled, not measured","Opaque body, banded legs, frosty/blue markings, mohawk is characteristic of family but can't always see",y,2020-05-22,JC,JC,purple_galaxy_harpiliopsis,515341,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Thoridae,NA,Thinora,Thinora maldivensis
1825,1815,MAT-POC19,MAT05,PACO,shrimp,Palaemon concinnus,11,rostrum_to_tail,,,clove,unknown shrimp 527,revision_possible,gravid,"Large orange dots, large palps; second guesses would be Palaemonella or Periclimenes sp",y,1-Apr; 2020-05-22,JC,JC; JC,skinny_harpiliopsis; orange_dot_clear_shrimp,220149,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,NA,Palaemon,Palaemon concinnus
1826,1816,MAT-POC19,MAT05,THMA,shrimp,Thinora maldivensis,7,rostrum_to_tail,,,clove,unknown shrimp 528,certain,,"No photo with green, but look and shape matches",y,2020-05-22,JC,JC,red_green_harpiliopsis,515341,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Thoridae,NA,Thinora,Thinora maldivensis
1827,1817,MAT-POC19,MAT05,THMA,shrimp,Thinora maldivensis,6,rostrum_to_tail,,,clove,unknown shrimp 529,certain,,"No photo with green, but look and shape matches",y,2020-05-22,JC,JC,red_green_harpiliopsis,515341,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Thoridae,NA,Thinora,Thinora maldivensis
1828,1818,MAT-POC19,MAT05,ALPA,shrimp,Alpheus pachychirus,13,rostrum_to_tail,,,clove,unknown shrimp 530,revision_possible,gravid,,y,30-Oct,AP,AP,possible_ALPA,210547,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,NA,Alpheus,Alpheus pachychirus
1829,1819,MAT-POC19,MAT05,ALPA,shrimp,Alpheus pachychirus,12,rostrum_to_tail,,,clove,unknown shrimp 531,revision_possible,,,y,30-Oct,AP,AP,possible_ALPA,210547,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,NA,Alpheus,Alpheus pachychirus
1830,1820,MAT-POC19,MAT05,ATDJ,shrimp,Athanas djiboutensis,6,rostrum_to_tail,,,clove,unknown shrimp 532,revision_possible,,"Athanas species difficult to distinguish, but genus is likely to be correct",y,30-Oct,AP,AP,possible_ATDJ,210466,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,NA,Athanas,Athanas djiboutensis
1831,1821,MAT-POC19,MAT05,ATDJ,shrimp,Athanas djiboutensis,7,rostrum_to_tail,,,clove,unknown shrimp 533,revision_possible,,"Athanas species difficult to distinguish, but genus is likely to be correct",y,30-Oct,AP,AP,possible_ATDJ,210466,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,NA,Athanas,Athanas djiboutensis
1832,1822,MAT-POC19,MAT05,ATDJ,shrimp,Athanas djiboutensis,9,rostrum_to_tail,,,clove,unknown shrimp 534,revision_possible,,"Athanas species difficult to distinguish, but genus is likely to be correct",y,30-Oct,AP,AP,foil_stripe_athanos,210466,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,NA,Athanas,Athanas djiboutensis
1833,1823,MAT-POC20,MAT05,ALPH,shrimp,Alpheidae,12,rostrum_to_tail,,,clove,unknown shrimp 535,revision_possible,,,y,5/7/2020; 2020-05-22,JC,JC; JC,possible_SYCH; possible_synalpheus,106776,family,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,NA,NA,NA
1834,1824,MAT-POC20,MAT05,ALPH,shrimp,Alpheidae,13,rostrum_to_tail,,,clove,unknown shrimp 536,revision_possible,,,y,5/7/2020; 2020-05-22,JC,JC; JC,possible_SYCH; possible_synalpheus,106776,family,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,NA,NA,NA
1835,1825,MAT-POC20,MAT05,HASP,shrimp,Harpiliopsis spinigera,14,rostrum_to_tail,,,clove,unknown shrimp 537,certain,,,y,30-Oct,AP,AP,possible_HASP,220130,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,NA,Harpiliopsis,Harpiliopsis spinigera
1836,1826,MAT-POC20,MAT05,HASP,shrimp,Harpiliopsis spinigera,12,rostrum_to_tail,,,clove,unknown shrimp 538,certain,,,y,30-Oct,AP,AP,possible_HASP,220130,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,NA,Harpiliopsis,Harpiliopsis spinigera
1837,1827,MAT-POC20,MAT05,HASP,shrimp,Harpiliopsis spinigera,12,rostrum_to_tail,,,clove,unknown shrimp 539,certain,,,y,30-Oct,AP,AP,possible_HASP,220130,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,NA,Harpiliopsis,Harpiliopsis spinigera
1838,1828,MAT-POC20,MAT05,FECH,shrimp,Fennera chacei,6,rostrum_to_tail,,,clove,unknown shrimp 540,certain,,,y,30-Oct,AP,AP,thicc_harpiliopsis,220125,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,NA,Fennera,Fennera chacei
1839,1829,MAT-POC20,MAT05,PESP,shrimp,Periclimenes,7,rostrum_to_tail,,,clove,unknown shrimp 541,revision_possible,,Skinny FECHs could be Chlorocurtis jactans,y,30-Oct; 2020-05-11,JC,AP; JC; JC,thicc_harpiliopsis; FECH,107035,genus,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,NA,Periclimenes,NA
1840,1830,MAT-POC20,MAT05,FECH,shrimp,Fennera chacei,7,rostrum_to_tail,,,clove,unknown shrimp 542,certain,,,y,30-Oct,AP,AP,thicc_harpiliopsis,220125,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,NA,Fennera,Fennera chacei
1841,1831,MAT-POC20,MAT05,HAPA,crab,Hapalocarcinus,2,carapace_width,,,clove,unknown crab 125,certain,,Gustav says can only be Ided to genus,y,4/1/2020; 2020-05-22,JC,JC,frog_crab; albino_frog_crab,205812,genus,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Cryptochiroidea,Cryptochiridae,NA,Hapalocarcinus,NA
1842,1832,MAT-POC20,MAT05,OPSE,echinoderm,Ophiocomella sexradia,3,disc_width,,arm_length,clove,unknown brittle star 35,certain,,,y,30-Oct,AP,AP,snakeskin_brittle_star,213452,species,Echinodermata,Asterozoa,NA,Ophiuroidea,Myophiuroidea,Ophintegrida,Ophiacanthida,Ophiodermatina,NA,Ophiocomoidea,Ophiocomidae,NA,Ophiocomella,Ophiocomella sexradia
1843,1833,MAT-POC20,MAT05,OPSE,echinoderm,Ophiocomella sexradia,2,disc_width,,arm_length,clove,unknown brittle star 36,certain,,,y,30-Oct,AP,AP,snakeskin_brittle_star,213452,species,Echinodermata,Asterozoa,NA,Ophiuroidea,Myophiuroidea,Ophintegrida,Ophiacanthida,Ophiodermatina,NA,Ophiocomoidea,Ophiocomidae,NA,Ophiocomella,Ophiocomella sexradia
1844,1834,MAT-POC21,MAT05,HABE,shrimp,Harpiliopsis beaupresii,14,rostrum_to_tail,,,clove,unknown clear_shrimp 543,certain,pic in MAT-POC21 but listed in 20 in identified,,y,30-Oct; 2020-05-11,JC,AP; JC; JC,possible_HADE; HADE,220132,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,NA,Harpiliopsis,Harpiliopsis beaupresii
1845,1835,MAT-POC21,MAT05,HABE,shrimp,Harpiliopsis beaupresii,15,rostrum_to_tail,,,clove,unknown clear_shrimp 544,certain,pic in MAT-POC21,,y,30-Oct; 2020-05-11,JC,AP; JC; JC,possible_HADE; HADE,220132,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,NA,Harpiliopsis,Harpiliopsis beaupresii
1846,1836,MAT-POC21,MAT05,PEWA,shrimp,Periclimenes watamuae,9,rostrum_to_tail,,,clove,unknown clear_shrimp 545,certain,pic in 20 w/ 546 so didn't move pic to identified; photo id used twice,"clear, skinny body with distinct orange markings along lower part of carapace and between eyes",y,2020-05-22,JC,JC,harpiliopsis,210617,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,NA,Periclimenes,Periclimenes watamuae
1847,1837,MAT-POC21,MAT05,PEWA,shrimp,Periclimenes watamuae,7,rostrum_to_tail,,,clove,unknown clear_shrimp 546,certain,identified but listed in MAT-POC22 w/ 545 so didnt move to identified also dif name in identified; photo id used twice,"clear, skinny body with distinct orange markings along lower part of carapace and between eyes",y,2020-05-22,JC,JC,harpiliopsis,210617,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,NA,Periclimenes,Periclimenes watamuae
1848,1838,MAT-POC21,MAT05,DISP,shrimp,Discias,6,rostrum_to_tail,,,clove,unknown clear_shrimp 547,revision_possible,identified but listed in MAT-POC22 also dif name in identified,"Big barrel chest, best fit for body shape",y,1-Apr; 2020-05-22,JC,JC; JC,skinny_harpiliopsis; orange_dot_leg_harpiliopsis,240676,genus,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Bresilioidea,Disciadidae,NA,Discias,NA
1849,1839,MAT-POC21,MAT05,ALPC,shrimp,Alpheus paracrinitus,10,rostrum_to_tail,,,clove,unknown clear_shrimp 548,certain,photo id used twice,"Rskinny red tail bands, white patch behind eyes, eye stripe, clear claw and orange limb junctions on chelipeds",y,30-Oct,AP,AP,possible_ALDO,210522,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,NA,Alpheus,Alpheus paracrinitus
1850,1840,MAT-POC21,MAT05,POLY,worm,Polynoidae,15,total_length,,,smash,unknown fireworm 26,certain,,"Dots on flaps on anterior, patterning down body; might be more than one species in photos",y,2020-05-22,JC,JC,spot_fireworm,939,family,Annelida,NA,NA,Polychaeta,Errantia,NA,Phyllodocida,Aphroditiformia,NA,NA,Polynoidae,NA,NA,NA
1851,1841,MAT-POC17,MAT05,COMO,snail,Coralliophila monodonta,15,total_length,,,clove,,certain,,"In biocode as quoyula madreporarum, corrected to accepted name",y,2020-05-22,JC,JC,LIMP,549942,species,Mollusca,NA,NA,Gastropoda,Caenogastropoda,NA,Neogastropoda,NA,NA,Muricoidea,Muricidae,Coralliophilinae,Coralliophila,Coralliophila monodonta
1852,1842,MAT-POC17,MAT05,COMO,snail,Coralliophila monodonta,13.7,total_length,,,clove,,certain,,"In biocode as quoyula madreporarum, corrected to accepted name",y,2020-05-22,JC,JC,LIMP,549942,species,Mollusca,NA,NA,Gastropoda,Caenogastropoda,NA,Neogastropoda,NA,NA,Muricoidea,Muricidae,Coralliophilinae,Coralliophila,Coralliophila monodonta
1853,1843,MAT-POC17,MAT05,COMO,snail,Coralliophila monodonta,13.5,total_length,,,clove,,certain,,"In biocode as quoyula madreporarum, corrected to accepted name",y,2020-05-22,JC,JC,LIMP,549942,species,Mollusca,NA,NA,Gastropoda,Caenogastropoda,NA,Neogastropoda,NA,NA,Muricoidea,Muricidae,Coralliophilinae,Coralliophila,Coralliophila monodonta
1854,1844,MAT-POC17,MAT05,COMO,snail,Coralliophila monodonta,11.6,total_length,,,clove,,certain,,"In biocode as quoyula madreporarum, corrected to accepted name",y,2020-05-22,JC,JC,LIMP,549942,species,Mollusca,NA,NA,Gastropoda,Caenogastropoda,NA,Neogastropoda,NA,NA,Muricoidea,Muricidae,Coralliophilinae,Coralliophila,Coralliophila monodonta
1855,1845,MAT-POC17,MAT05,COMO,snail,Coralliophila monodonta,10,total_length,,,clove,,certain,,"In biocode as quoyula madreporarum, corrected to accepted name",y,2020-05-22,JC,JC,LIMP,549942,species,Mollusca,NA,NA,Gastropoda,Caenogastropoda,NA,Neogastropoda,NA,NA,Muricoidea,Muricidae,Coralliophilinae,Coralliophila,Coralliophila monodonta
1856,1846,MAT-POC17,MAT05,COMO,snail,Coralliophila monodonta,8,total_length,,,clove,,certain,,"In biocode as quoyula madreporarum, corrected to accepted name",y,2020-05-22,JC,JC,LIMP,549942,species,Mollusca,NA,NA,Gastropoda,Caenogastropoda,NA,Neogastropoda,NA,NA,Muricoidea,Muricidae,Coralliophilinae,Coralliophila,Coralliophila monodonta
1857,1847,MAT-POC17,MAT05,COMO,snail,Coralliophila monodonta,5.4,total_length,,,clove,,certain,,"In biocode as quoyula madreporarum, corrected to accepted name",y,2020-05-22,JC,JC,LIMP,549942,species,Mollusca,NA,NA,Gastropoda,Caenogastropoda,NA,Neogastropoda,NA,NA,Muricoidea,Muricidae,Coralliophilinae,Coralliophila,Coralliophila monodonta
1858,1848,MAT-POC17,MAT05,ALLO,shrimp,Alpheus lottini,24.3,rostrum_to_tail,,,clove,,certain,,,,,,,,210544,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,NA,Alpheus,Alpheus lottini
1859,1849,MAT-POC17,MAT05,TRSE,crab,Trapezia serenei,5.4,carapace_width,,,clove,,certain,,,,,,,,443886,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Trapezioidea,Trapeziidae,Trapeziinae,Trapezia,Trapezia serenei
1860,1850,MAT-POC17,MAT05,TRSE,crab,Trapezia serenei,3.9,carapace_width,,,clove,,certain,,,,,,,,443886,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Trapezioidea,Trapeziidae,Trapeziinae,Trapezia,Trapezia serenei
1861,1851,MAT-POC18,MAT05,CANI,hermit,Calcinus nitidus,2,carapace_length,,,clove,,certain,,,,,,,,208675,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Paguroidea,Diogenidae,NA,Calcinus,Calcinus nitidus
1862,1852,MAT-POC18,MAT05,CANI,hermit,Calcinus nitidus,1.4,carapace_length,,,clove,,certain,,,,,,,,208675,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Paguroidea,Diogenidae,NA,Calcinus,Calcinus nitidus
1863,1853,MAT-POC18,MAT05,PASP,hermit,Pagurixus,0.6,carapace_length,,,clove,no photo,certain,,No photos; all small orangish crabe i.e. same as clear_orange etc,y,2020-05-22,JC,JC,orange_hermit,204996,genus,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Paguroidea,Paguridae,NA,Pagurixus,NA
1864,1854,MAT-POC18,MAT05,COMO,snail,Coralliophila monodonta,14.3,total_length,,,clove,,certain,,"In biocode as quoyula madreporarum, corrected to accepted name",y,2020-05-22,JC,JC,LIMP,549942,species,Mollusca,NA,NA,Gastropoda,Caenogastropoda,NA,Neogastropoda,NA,NA,Muricoidea,Muricidae,Coralliophilinae,Coralliophila,Coralliophila monodonta
1865,1855,MAT-POC18,MAT05,COMO,snail,Coralliophila monodonta,7.2,total_length,,,clove,,certain,,"In biocode as quoyula madreporarum, corrected to accepted name",y,2020-05-22,JC,JC,LIMP,549942,species,Mollusca,NA,NA,Gastropoda,Caenogastropoda,NA,Neogastropoda,NA,NA,Muricoidea,Muricidae,Coralliophilinae,Coralliophila,Coralliophila monodonta
1866,1856,MAT-POC18,MAT05,ALLO,shrimp,Alpheus lottini,13.7,rostrum_to_tail,,,clove,,certain,,,,,,,,210544,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,NA,Alpheus,Alpheus lottini
